Parámetros del algoritmo
------------------------
Algoritmo: BusquedaTabu
Dataset: ford03.dat
Semilla: 77645037

Solución inicial y su coste
---------------------------
[10, 3, 14, 19, 12, 26, 24, 23, 0, 20, 6, 9, 1, 5, 18, 28, 4, 21, 11, 16, 13, 25, 17, 27, 8, 29, 22, 7, 15, 2]
Coste: 13360

Evolución de la búsqueda
------------------------
Intercambio (15, 20) -> Nueva solución con coste 13678
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (4, 5) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (4, 5) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
Intercambio (11, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 11) -> Peor solución (coste 13382) — no aceptada
Intercambio (7, 20) -> Peor solución (coste 13382) — no aceptada
Intercambio (2, 6) -> Peor solución (coste 13382) — no aceptada
